StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,H1,Timer_First Click,Timer_Last Click,Timer_Page Submit,Timer_Click Count,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,Q37,D1,D2,D3,D4,D5,D6,D7,Q43,group,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,Total,Easy,Medium,Hard,Very_Hard,Total_Pct,Easy_Pct,Medium_Pct,Hard_Pct,Very_Hard_Pct,Time_Lmt
24Mar2020 20:43:00,24Mar2020 20:56:00,IP Address,100,749,TRUE,24Mar2020 20:56:00,R_3dM4qExuLdjC27Y,anonymous,EN,I promise not to search the internet for answer to this survey.,1.802,245.122,301.508,13,7,10ft,180 degrees,Mary Shelley,Controls,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",Louis Pasteur,24 horses and 50 humans,Maine,Acura,60,,,,Extremely challenging,Less than high school,Male,A little less stressed,Prefer not to say,"New England - Maine, New Hampshire, Vermont, Massachusetts, Rhode Island, Connecticut","Student, full-time",Under 18,"Nope, I'm honest.",control,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
24Mar2020 20:59:00,24Mar2020 21:05:00,IP Address,100,350,TRUE,24Mar2020 21:05:00,R_268Qjh9MxGKrS18,anonymous,EN,I promise not to search the internet for answer to this survey.,2.247,299.773,300.012,41,7,10ft,180 degrees,Mary Shelley,Kills,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",Jonas Salk,24 horses and 50 humans,Maine,Toyota,48,Methane,He said calmly that I shall shoot you if you don't be quiet.,24,Very challenging,4 year degree,Male,A little more stressed,"$9,999 - $24,999","Midwest - Minnesota, Iowa, Missouri, North Dakota, South Dakota, Nebraska, Kansas","Employed, working part-time",25 - 34,"Nope, I'm honest.",control,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
24Mar2020 20:55:00,24Mar2020 21:05:00,IP Address,100,568,TRUE,24Mar2020 21:05:00,R_24wSGDPOen4nFLq,anonymous,EN,I promise not to search the internet for answer to this survey.,3.398,293.722,300.126,41,7,10ft,180 degrees,Charles Dickens,Controls,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",John Robbins,24 horses and 50 humans,Maine,Bentley,,,,,Very challenging,Less than high school,Female,A little less stressed,Prefer not to say,"New England - Maine, New Hampshire, Vermont, Massachusetts, Rhode Island, Connecticut","Student, full-time",Under 18,"Nope, I'm honest.",control,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
24Mar2020 21:01:00,24Mar2020 21:09:00,IP Address,100,438,TRUE,24Mar2020 21:09:00,R_1Cx0YepAGlwLFZa,anonymous,EN,I promise not to search the internet for answer to this survey.,22.909,281.564,300.113,9,8,10ft,180 degrees,Charles Dickens,Tortures,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",Louis Pasteur,24 horses and 50 humans,,,,,,,Very challenging,Doctorate,Male,A little more stressed,"$200,000 +","New England - Maine, New Hampshire, Vermont, Massachusetts, Rhode Island, Connecticut","Employed, working full-time",55 - 64,"Nope, I'm honest.",control,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
24Mar2020 20:51:00,24Mar2020 21:37:00,IP Address,100,2744,TRUE,24Mar2020 21:37:00,R_1rq82TE0hWo20aO,anonymous,EN,I promise not to search the internet for answer to this survey.,6.783,239.689,300.036,17,7,12ft,180 degrees,Mary Shelley,Immobilizes,12,"significantly affecting the frequency of surgical errors, which already cost hospitals",Louis Pasteur,24 horses and 50 humans,Rhode Island,Toyota,,,,,Moderately challenging,4 year degree,Female,About the same,"$25,000 - $49,999","New England - Maine, New Hampshire, Vermont, Massachusetts, Rhode Island, Connecticut","Student, full-time",25 - 34,"Nope, I'm honest.",control,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
24Mar2020 22:15:00,24Mar2020 22:22:00,IP Address,100,410,TRUE,24Mar2020 22:22:00,R_2XpSjEUBv9UGepl,anonymous,EN,I promise not to search the internet for answer to this survey.,14.464,273.84,300.11,40,5,12ft,180 degrees,Mary Shelley,Kills,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",Louis Cooper,24 horses and 50 humans,Maine,Toyota,,,,,Slightly challenging,Master's degree,Female,Much less stressed,Prefer not to say,Outside the USA,"Employed, working full-time",25 - 34,"Nope, I'm honest.",control,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
24Mar2020 22:17:00,24Mar2020 22:23:00,IP Address,100,391,TRUE,24Mar2020 22:23:00,R_333j8mZju0HT3wg,anonymous,EN,I promise not to search the internet for answer to this survey.,9.677,230.109,300.214,17,5,11ft,180 degrees,Maurice Sendak,Immobilizes,6,"significantly affecting the frequency of surgical errors, which already cost hospitals",Louis Pasteur,,,,,,,,Extremely challenging,4 year degree,Male,A lot more stressed,"$150,000 - $199,000","Pacific - Washington, Oregon, California, Alaska, Hawaii","Employed, working part-time",55 - 64,"Nope, I'm honest.",control,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
24Mar2020 22:42:00,24Mar2020 22:42:00,Survey Preview,100,14,TRUE,24Mar2020 22:42:00,R_2b3ogvQvHDFVWAs,preview,EN,I can't promise that.,0.449,2.222,3.088,2,5,,,,,,,,,,,,,,,,,,,,,,,,control,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
25Mar2020 3:35:00,25Mar2020 3:40:00,IP Address,100,334,TRUE,25Mar2020 3:40:00,R_31MI9nb8QpmhjyF,anonymous,EN,I promise not to search the internet for answer to this survey.,2.976,248.513,249.255,63,7,12ft,180 degrees,Mary Shelley,Controls,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",Jonas Salk,24 horses and 50 humans,Maine,Toyota,48,Hydrogen,He warned her calmly that he would shoot her if she didn't keep quiet.,24,Moderately challenging,4 year degree,Other / Prefer not to say,A little more stressed,Prefer not to say,Outside the USA,"Not employed, NOT looking for work",25 - 34,"Nope, I'm honest.",control,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
25Mar2020 4:14:00,25Mar2020 4:31:00,IP Address,100,1012,TRUE,25Mar2020 4:31:00,R_1q9i69igZw9zuN8,anonymous,EN,I promise not to search the internet for answer to this survey.,7.702,934.818,939.56,83,7,12ft,180 degrees,Mary Shelley,Tortures,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",Louis Pasteur,24 horses and 50 humans,Rhode Island,Toyota,48,Helium,He warned her calmly that he would shoot her if she didn't keep quiet.,24,Moderately challenging,Doctorate,Male,About the same,"$125,000 - $149,999","New England - Maine, New Hampshire, Vermont, Massachusetts, Rhode Island, Connecticut","Employed, working full-time",25 - 34,"Nope, I'm honest.",control,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
25Mar2020 6:41:00,25Mar2020 7:04:00,IP Address,100,1404,TRUE,25Mar2020 7:04:00,R_1CIoLpqyTvGZw5a,anonymous,EN,I promise not to search the internet for answer to this survey.,24.971,1350.918,1352.024,16,6,11ft,180 degrees,Mary Shelley,Kills,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",Louis Pasteur,24 horses and 50 humans,Maine,Toyota,64,Helium,He said calmly that I shall shoot you if you don't be quiet.,24,Moderately challenging,Doctorate,Male,A little more stressed,"$200,000 +","New England - Maine, New Hampshire, Vermont, Massachusetts, Rhode Island, Connecticut","Employed, working full-time",55 - 64,"Nope, I'm honest.",control,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
24Mar2020 13:02:00,25Mar2020 7:22:00,IP Address,100,65953,TRUE,25Mar2020 7:22:00,R_qCLpOhwM8TVBzTb,anonymous,EN,I promise not to search the internet for answer to this survey.,3.555,286.505,300.111,17,7,10ft,180 degrees,Mary Shelley,Controls,10,"significant in affecting the frequency of surgical errors, and already costs hospitals",Louis Cooper,24 horses and 50 humans,,,,,,,Slightly challenging,4 year degree,Male,A little less stressed,"$200,000 +","New England - Maine, New Hampshire, Vermont, Massachusetts, Rhode Island, Connecticut","Employed, working full-time",18 - 24,"Nope, I'm honest.",control,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
25Mar2020 7:23:00,25Mar2020 7:31:00,IP Address,100,481,TRUE,25Mar2020 7:31:00,R_2UYMIYaZWQskU9S,anonymous,EN,I promise not to search the internet for answer to this survey.,2.312,426.724,428.923,15,7,12ft,180 degrees,Maurice Sendak,Immobilizes,8,"significantly affecting the frequency of surgical errors, which already cost hospitals",Jonas Salk,24 horses and 50 humans,Florida,Acura,48,Hydrogen,He warned her calmly that he would shoot her if she didn't keep quiet.,720,Very challenging,4 year degree,Female,About the same,"$100,000 - $124,999","New England - Maine, New Hampshire, Vermont, Massachusetts, Rhode Island, Connecticut","Employed, working full-time",35 - 44,"Nope, I'm honest.",control,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
25Mar2020 7:43:00,25Mar2020 7:48:00,IP Address,100,283,TRUE,25Mar2020 7:48:00,R_2pPKbHjMGQ048IY,anonymous,EN,I promise not to search the internet for answer to this survey.,3.424,230.729,231.35,39,7,10ft,180 degrees,Charles Dickens,Tortures,10,"significantly affecting the frequency of surgical errors, already with hospital costs of",Louis Pasteur,24 horses and 50 humans,Florida,Mercury,64,Uranium Dioxide,He said calmly that I shall shoot you if you don't be quiet.,144,Moderately challenging,Less than high school,Female,Much less stressed,"$125,000 - $149,999","New England - Maine, New Hampshire, Vermont, Massachusetts, Rhode Island, Connecticut","Student, full-time",Under 18,"Nope, I'm honest.",control,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
25Mar2020 8:50:00,25Mar2020 9:00:00,IP Address,100,590,TRUE,25Mar2020 9:00:00,R_3qdSmVk1243nGEF,anonymous,EN,I promise not to search the internet for answer to this survey.,35.679,481.937,482.583,92,7,12ft,180 degrees,Mary Shelley,Tortures,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",John Robbins,24 horses and 50 humans,Maine,Mercury,48,Uranium Dioxide,He warned her calmly that he would shoot her if she didn't keep quiet.,144,Moderately challenging,Less than high school,Male,A lot more stressed,"$75,000 - $99,999","Southern Atlantic - Delaware, Maryland, District of Columbia, Virginia, West Virginia, North Carolina, South Carolina, Georgia, Florida","Student, full-time",Under 18,"Nope, I'm honest.",control,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
24Mar2020 10:28:00,24Mar2020 10:33:00,IP Address,79,307,FALSE,25Mar2020 10:34:00,R_1o4RrTkimsBp0dK,anonymous,EN,I promise not to search the internet for answer to this survey.,3.628,117.639,300.083,8,7,12ft,180 degrees,Mary Shelley,Controls,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",Louis Pasteur,,,,,,,,,,,,,,,,,control,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
24Mar2020 10:45:00,24Mar2020 10:46:00,IP Address,42,50,FALSE,25Mar2020 10:47:00,R_2WHjL8TzzLSWX2x,anonymous,EN,I promise not to search the internet for answer to this survey.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,control,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
25Mar2020 11:05:00,25Mar2020 11:17:00,IP Address,100,701,TRUE,25Mar2020 11:17:00,R_2lQcTD3jqtnfxU5,anonymous,EN,I promise not to search the internet for answer to this survey.,19.403,528.243,529.523,17,7,10ft,180 degrees,Mary Shelley,Immobilizes,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",John Robbins,31 horses and 74 humans,Maine,Mercury,48,Helium,He warned her calmly that he would shoot her if she didn't keep quiet.,12,Slightly challenging,Master's degree,Male,A little more stressed,"$200,000 +","Middle Atlantic - New York, New Jersey, Pennsylvania","Employed, working full-time",35 - 44,"Nope, I'm honest.",control,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
25Mar2020 11:11:00,25Mar2020 11:18:00,IP Address,100,442,TRUE,25Mar2020 11:18:00,R_3EXU0lggjxgnm0o,anonymous,EN,I promise not to search the internet for answer to this survey.,3.88,385.812,387.041,15,7,10ft,180 degrees,Mary Shelley,Immobilizes,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",Louis Cooper,24 horses and 50 humans,Maine,Toyota,64,Hydrogen,He warned her calmly that he would shoot her if she didn't keep quiet.,24,Very challenging,4 year degree,Female,A lot more stressed,"$150,000 - $199,000","Middle Atlantic - New York, New Jersey, Pennsylvania","Employed, working full-time",35 - 44,"Nope, I'm honest.",control,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
24Mar2020 11:25:00,24Mar2020 11:25:00,IP Address,42,7,FALSE,25Mar2020 11:25:00,R_scUWRRTOpMj3lMB,anonymous,EN,I promise not to search the internet for answer to this survey.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,control,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
25Mar2020 11:17:00,25Mar2020 11:34:00,IP Address,100,1031,TRUE,25Mar2020 11:34:00,R_3OlFgS8luJsxoAV,anonymous,EN,I promise not to search the internet for answer to this survey.,14.988,919.844,955.431,20,6,10ft,180 degrees,Mary Shelley,Controls,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",Jonas Salk,24 horses and 50 humans,Rhode Island,Mercury,48,Hydrogen,He warned her calmly that he would shoot her if she didn't keep quiet.,12,Very challenging,4 year degree,Female,A lot more stressed,"$125,000 - $149,999","Middle Atlantic - New York, New Jersey, Pennsylvania","Employed, working full-time",25 - 34,"Nope, I'm honest.",control,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
25Mar2020 11:35:00,25Mar2020 11:42:00,IP Address,100,412,TRUE,25Mar2020 11:42:00,R_20VuGbDfAgcYelK,anonymous,EN,I promise not to search the internet for answer to this survey.,39.766,306.214,307.751,8,7,12ft,180 degrees,Mary Shelley,Immobilizes,10,,Louis Cooper,,,,,,,12,Extremely challenging,Master's degree,Female,A little more stressed,"$200,000 +",,"Employed, working full-time",25 - 34,"Nope, I'm honest.",control,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
25Mar2020 11:35:00,25Mar2020 11:47:00,IP Address,100,667,TRUE,25Mar2020 11:47:00,R_3NxhCLfWxc6abbC,anonymous,EN,I promise not to search the internet for answer to this survey.,2.82,563.723,565.04,64,7,11ft,180 degrees,Mary Shelley,Controls,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",Louis Pasteur,24 horses and 50 humans,Michigan,Mercury,,Helium,He said calmly that I shall shoot you if you don't be quiet.,,Moderately challenging,4 year degree,Female,A little more stressed,"$9,999 - $24,999","New England - Maine, New Hampshire, Vermont, Massachusetts, Rhode Island, Connecticut","Employed, working part-time",25 - 34,"Nope, I'm honest.",control,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
25Mar2020 11:42:00,25Mar2020 11:51:00,IP Address,100,570,TRUE,25Mar2020 11:51:00,R_1KvaKrRDysUW4Jp,anonymous,EN,I promise not to search the internet for answer to this survey.,3.072,511.255,512.18,17,7,10ft,180 degrees,Maurice Sendak,Tortures,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",Jonas Salk,24 horses and 50 humans,Rhode Island,Toyota,60,Hydrogen,Calmly he warned her that be quiet or else he will have to shoot her.,144,Moderately challenging,Master's degree,Female,A lot more stressed,"$75,000 - $99,999","Middle Atlantic - New York, New Jersey, Pennsylvania","Employed, working full-time",25 - 34,"Nope, I'm honest.",control,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
25Mar2020 11:29:00,25Mar2020 11:53:00,IP Address,100,1454,TRUE,25Mar2020 11:53:00,R_2aCWDFDt7qygzzC,anonymous,EN,I promise not to search the internet for answer to this survey.,17.166,1382.112,1383.588,15,5,12ft,180 degrees,Mary Shelley,Immobilizes,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",Louis Cooper,24 horses and 50 humans,Maine,Acura,48,Hydrogen,He warned her calmly that he would shoot her if she didn't keep quiet.,144,Slightly challenging,Master's degree,Male,A little more stressed,"$150,000 - $199,000","Middle Atlantic - New York, New Jersey, Pennsylvania","Employed, working full-time",45 - 54,"Nope, I'm honest.",control,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
25Mar2020 12:10:00,25Mar2020 12:20:00,IP Address,100,610,TRUE,25Mar2020 12:20:00,R_1jIieZLa80BSPQX,anonymous,EN,I promise not to search the internet for answer to this survey.,33.209,514.554,516.348,15,7,10ft,180 degrees,Maurice Sendak,Immobilizes,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",Louis Pasteur,24 horses and 50 humans,Michigan,Toyota,48,Hydrogen,He warned her calmly that he would shoot her if she didn't keep quiet.,12,Moderately challenging,4 year degree,Male,A little more stressed,"$150,000 - $199,000","Middle Atlantic - New York, New Jersey, Pennsylvania","Employed, working full-time",45 - 54,"Nope, I'm honest.",control,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
25Mar2020 12:42:00,25Mar2020 12:51:00,IP Address,100,524,TRUE,25Mar2020 12:51:00,R_2X578yKJf27m1lj,anonymous,EN,I promise not to search the internet for answer to this survey.,4.101,451.931,455.043,15,8,10ft,120 degrees,Charles Dickens,Controls,10,,Jonas Salk,24 horses and 50 humans,Florida,Toyota,48,Uranium Dioxide,He said calmly that I shall shoot you if you don't be quiet.,24,Very challenging,4 year degree,Male,A lot more stressed,"$100,000 - $124,999","Middle Atlantic - New York, New Jersey, Pennsylvania","Employed, working full-time",25 - 34,"Nope, I'm honest.",control,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
25Mar2020 12:52:00,25Mar2020 12:56:00,IP Address,100,230,TRUE,25Mar2020 12:56:00,R_C47EwVBQeS8lQxb,anonymous,EN,I promise not to search the internet for answer to this survey.,2.341,177.113,177.783,56,8,13ft,180 degrees,Mary Shelley,Controls,10,,John Robbins,,Maine,Acura,48,Methane,Calmly he warned her that be quiet or else he will have to shoot her.,720,Extremely challenging,Less than high school,Female,Much less stressed,Prefer not to say,"New England - Maine, New Hampshire, Vermont, Massachusetts, Rhode Island, Connecticut","Student, full-time",Under 18,"Nope, I'm honest.",control,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
23Mar2020 17:42:00,24Mar2020 13:04:00,IP Address,79,69680,FALSE,25Mar2020 13:04:00,R_3GpnHDAI2FaGRzN,anonymous,EN,,5.559,268.432,300.13,27,5,10ft,120 degrees,Mary Shelley,Tortures,6,"significantly affecting the frequency of surgical errors, which already are a cost to hospitals of",Louis Pasteur,37 humans and 98 horses,Florida,Bentley,84,Hydrogen,He warned her to shoot if she didn't keep quiet calmly.,12,,,,,,,,,,control,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
25Mar2020 14:36:00,25Mar2020 14:56:00,IP Address,100,1181,TRUE,25Mar2020 14:56:00,R_3L5qmAdd315Uxxu,anonymous,EN,I promise not to search the internet for answer to this survey.,23.591,1092.832,1094.163,26,7,10ft,180 degrees,Maurice Sendak,Immobilizes,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",Louis Cooper,24 horses and 50 humans,Rhode Island,Bentley,64,Methane,He warned her calmly that he would shoot her if she didn't keep quiet.,12,Moderately challenging,4 year degree,Male,A little less stressed,"$100,000 - $124,999","New England - Maine, New Hampshire, Vermont, Massachusetts, Rhode Island, Connecticut","Employed, working full-time",25 - 34,"Nope, I'm honest.",control,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
25Mar2020 15:46:00,25Mar2020 15:51:00,IP Address,100,268,TRUE,25Mar2020 15:51:00,R_3j81vfal7mTwbL3,anonymous,EN,I promise not to search the internet for answer to this survey.,1.441,221.432,224.817,49,7,12ft,180 degrees,Mary Shelley,Controls,12,"significantly affecting the frequency of surgical errors, which already cost hospitals",Jonas Salk,24 horses and 50 humans,Maine,Mercury,60,Helium,He warned her calmly that he would shoot her if she didn't keep quiet.,24,Moderately challenging,4 year degree,Male,A little more stressed,"$50,000 - $74,999","Midwest - Minnesota, Iowa, Missouri, North Dakota, South Dakota, Nebraska, Kansas","Employed, working full-time",25 - 34,"Nope, I'm honest.",control,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
25Mar2020 16:04:00,25Mar2020 16:19:00,IP Address,100,897,TRUE,25Mar2020 16:19:00,R_1rJ8r4IoX02n37f,anonymous,EN,I promise not to search the internet for answer to this survey.,15.535,840.546,842.058,16,7,10ft,180 degrees,Mary Shelley,Controls,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",Louis Cooper,24 horses and 50 humans,Maine,Toyota,60,Hydrogen,He warned her calmly that he would shoot her if she didn't keep quiet.,24,Moderately challenging,4 year degree,Male,Much less stressed,"$0 - $9,999","Pacific - Washington, Oregon, California, Alaska, Hawaii","Student, full-time",18 - 24,"Nope, I'm honest.",control,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
25Mar2020 16:56:00,25Mar2020 17:05:00,IP Address,100,530,TRUE,25Mar2020 17:05:00,R_3HObHTqAL9EknXO,anonymous,EN,I promise not to search the internet for answer to this survey.,55.069,470.765,471.509,46,7,12ft,180 degrees,Mary Shelley,Immobilizes,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",Jonas Salk,24 humans and 50 horses,Rhode Island,Toyota,48,Methane,He warned her calmly that he would shoot her if she didn't keep quiet.,24,Very challenging,4 year degree,Female,A little more stressed,"$50,000 - $74,999","Middle Atlantic - New York, New Jersey, Pennsylvania","Employed, working full-time",35 - 44,"Nope, I'm honest.",control,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
25Mar2020 16:58:00,25Mar2020 17:12:00,IP Address,100,832,TRUE,25Mar2020 17:12:00,R_1jODrqPur0fjo8h,anonymous,EN,I promise not to search the internet for answer to this survey.,3.121,753.959,754.825,37,7,10ft,180 degrees,Edgar Allan Poe,Immobilizes,12,"significantly affecting the frequency of surgical errors, which already cost hospitals",John Robbins,24 horses and 50 humans,Michigan,Toyota,48,Hydrogen,,24,Very challenging,Master's degree,Male,A little more stressed,"$200,000 +","Middle Atlantic - New York, New Jersey, Pennsylvania","Employed, working full-time",55 - 64,"Nope, I'm honest.",control,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
25Mar2020 17:24:00,25Mar2020 17:39:00,IP Address,100,882,TRUE,25Mar2020 17:39:00,R_2EbDZoyaKnDNfOt,anonymous,EN,I promise not to search the internet for answer to this survey.,20.299,748.176,750.372,16,6,11ft,180 degrees,Edgar Allan Poe,Immobilizes,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",John Robbins,24 horses and 50 humans,Florida,Acura,64,Hydrogen,He warned her calmly that he would shoot her if she didn't keep quiet.,12,Very challenging,4 year degree,Female,A lot more stressed,"$150,000 - $199,000","Middle Atlantic - New York, New Jersey, Pennsylvania","Employed, working full-time",25 - 34,"Nope, I'm honest.",control,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
25Mar2020 17:34:00,25Mar2020 17:43:00,IP Address,100,514,TRUE,25Mar2020 17:43:00,R_1q2P2sqWJBLvRZu,anonymous,EN,I promise not to search the internet for answer to this survey.,2.873,435.907,437.452,52,7,12ft,180 degrees,Mary Shelley,Controls,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",Louis Cooper,24 horses and 50 humans,Maine,Toyota,,Helium,He warned her calmly that he would shoot her if she didn't keep quiet.,24,Moderately challenging,Master's degree,Male,About the same,"$100,000 - $124,999","Mountain - Montana, Idaho, Wyoming, Colorado, New Mexico, Arizona, Utah, Nevada","Employed, working full-time",25 - 34,"Nope, I'm honest.",control,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
25Mar2020 17:25:00,25Mar2020 17:44:00,IP Address,100,1144,TRUE,25Mar2020 17:44:00,R_D1zm04Qe41I1ieJ,anonymous,EN,I promise not to search the internet for answer to this survey.,45.863,935.663,993.892,17,7,10ft,180 degrees,Mary Shelley,Controls,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",Louis Cooper,24 horses and 50 humans,Michigan,Toyota,60,Uranium Dioxide,He warned her calmly that he would shoot her if she didn't keep quiet.,24,Moderately challenging,Master's degree,Female,A little more stressed,"$75,000 - $99,999","Middle Atlantic - New York, New Jersey, Pennsylvania","Not employed, looking for work",25 - 34,"Nope, I'm honest.",control,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
25Mar2020 17:40:00,25Mar2020 17:52:00,IP Address,100,725,TRUE,25Mar2020 17:52:00,R_PBvRviV77BKdAjL,anonymous,EN,I promise not to search the internet for answer to this survey.,1.88,480.737,482.631,41,7,10ft,180 degrees,Mary Shelley,Controls,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",Louis Pasteur,31 horses and 74 humans,Maine,Acura,60,Methane,He warned her calmly that he would shoot her if she didn't keep quiet.,12,Very challenging,4 year degree,Male,A lot more stressed,"$125,000 - $149,999","Middle Atlantic - New York, New Jersey, Pennsylvania","Employed, working full-time",25 - 34,"Nope, I'm honest.",control,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
25Mar2020 18:31:00,25Mar2020 18:53:00,IP Address,100,1304,TRUE,25Mar2020 18:53:00,R_ONGAkvYhYhRnzVv,anonymous,EN,I promise not to search the internet for answer to this survey.,13.932,1179.593,1181.436,31,7,10ft,120 degrees,Edgar Allan Poe,Tortures,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",Louis Pasteur,24 horses and 50 humans,Maine,Mercury,48,Uranium Dioxide,He said calmly that I shall shoot you if you don't be quiet.,12,Extremely challenging,2 year degree,Male,A lot more stressed,Prefer not to say,"Middle Atlantic - New York, New Jersey, Pennsylvania",Retired,65 - 74,"Nope, I'm honest.",control,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
25Mar2020 19:07:00,25Mar2020 19:13:00,IP Address,100,362,TRUE,25Mar2020 19:13:00,R_2z7QrI5PsG5tWo9,anonymous,EN,I promise not to search the internet for answer to this survey.,4.166,294.458,295.508,50,7,12ft,180 degrees,Mary Shelley,Controls,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",Jonas Salk,24 horses and 50 humans,Maine,Toyota,64,Uranium Dioxide,He warned her calmly that he would shoot her if she didn't keep quiet.,144,Very challenging,Master's degree,Female,A lot more stressed,"$25,000 - $49,999","Mountain - Montana, Idaho, Wyoming, Colorado, New Mexico, Arizona, Utah, Nevada","Employed, working full-time",25 - 34,"Nope, I'm honest.",control,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
25Mar2020 19:34:00,25Mar2020 20:13:00,IP Address,100,2385,TRUE,25Mar2020 20:13:00,R_3lYxW9JySbmUnUw,anonymous,EN,I promise not to search the internet for answer to this survey.,22.384,591.451,593.61,53,6,12ft,180 degrees,Mary Shelley,Controls,6,"significantly affecting the frequency of surgical errors, which already cost hospitals",John Robbins,24 horses and 50 humans,Maine,Toyota,48,Hydrogen,He warned her calmly that he would shoot her if she didn't keep quiet.,24,Moderately challenging,4 year degree,Female,About the same,"$200,000 +","Southern Atlantic - Delaware, Maryland, District of Columbia, Virginia, West Virginia, North Carolina, South Carolina, Georgia, Florida","Employed, working part-time",25 - 34,"Nope, I'm honest.",control,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
24Mar2020 22:01:00,24Mar2020 22:01:00,IP Address,42,3,FALSE,25Mar2020 22:02:00,R_2yjirjYXu9BrHTj,anonymous,EN,I promise not to search the internet for answer to this survey.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,control,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
24Mar2020 23:03:00,24Mar2020 23:03:00,IP Address,40,3,FALSE,25Mar2020 23:03:00,R_3r2heTVUkHa9qDz,anonymous,EN,I promise not to search the internet for answer to this survey.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,control,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
